,symbol,stop_loss,take_profit,final_value
0,AAP,1,4,1267.3889999999994
1,AAP,1,5,1371.4600000000003
2,AAP,1,6,1176.1790000000008
3,AAP,1,7,1279.4630000000004
4,AAP,1,8,1224.626
5,AAP,2,5,1263.2489999999998
6,AAP,2,7,1214.1660000000002
7,AAP,2,8,1150.138
8,AAP,3,5,1229.469
9,AAP,3,8,1080.0000000000002
10,AAP,7,3,1198.6669999999995
11,AAP,7,4,1048.8049999999996
12,AAP,7,6,1180.9859999999999
13,AAP,7,9,1112.3179999999993
14,AAP,8,1,1178.8770000000004
15,AAP,8,2,1198.3160000000005
16,AAP,8,3,1180.9520000000005
17,AAP,8,4,1078.6539999999995
18,AAP,8,5,1141.763
19,AAP,8,6,1171.3400000000001
20,AAP,8,7,1041.0250000000003
21,AAP,8,8,1078.2379999999998
22,AAP,9,2,1200.4949999999997
23,AAP,9,3,1148.2850000000003
24,AAP,9,4,1318.0359999999996
25,AAP,9,5,1292.4320000000002
26,AAP,9,6,1312.9179999999997
27,AAP,9,7,1029.3040000000003
28,AAP,9,8,1066.246
29,AAPL,1,1,1155.997
30,AAPL,1,2,1139.9809999999995
31,AAPL,1,4,1166.1789999999999
32,AAPL,1,5,1193.1749999999995
33,AAPL,1,6,1266.439
34,AAPL,1,7,1785.3040000000017
35,AAPL,1,8,2046.1270000000006
36,AAPL,1,9,1725.5160000000012
37,AAPL,2,1,1154.2949999999996
38,AAPL,2,2,1049.6699999999996
39,AAPL,2,3,1125.4099999999999
40,AAPL,2,4,1075.868
41,AAPL,2,5,1102.8640000000005
42,AAPL,2,6,1150.8220000000001
43,AAPL,2,7,1812.2340000000006
44,AAPL,2,8,2489.9940000000033
45,AAPL,2,9,1489.1210000000005
46,AAPL,3,1,1126.3169999999998
47,AAPL,3,2,1067.0939999999994
48,AAPL,3,6,1218.5929999999996
49,AAPL,3,7,1701.1560000000009
50,AAPL,3,8,1446.067
51,AAPL,3,9,1488.5470000000005
52,AAPL,4,3,1079.8979999999997
53,AAPL,5,6,1251.9479999999999
54,AAPL,5,7,1139.9709999999995
55,AAPL,5,8,1147.583
56,AAPL,5,9,1200.5610000000001
57,AAPL,6,6,2648.2720000000018
58,AAPL,6,7,2516.431000000003
59,AAPL,6,8,2769.822
60,AAPL,6,9,2353.283
61,AAPL,7,6,2388.142999999999
62,AAPL,7,7,2526.7210000000014
63,AAPL,7,8,2564.232000000001
64,AAPL,7,9,2250.873000000001
65,AAPL,8,1,1158.435
66,AAPL,8,2,3260.8559999999998
67,AAPL,8,3,2507.7050000000036
68,AAPL,8,6,1907.7180000000026
69,AAPL,8,7,2024.459000000004
70,AAPL,9,3,2589.9000000000015
71,AAPL,9,6,1961.305000000002
72,AAPL,9,7,2002.3710000000021
73,AAPL,9,8,2456.065000000003
74,AAPL,9,9,1953.5780000000016
75,ABT,3,3,1012.2350000000002
76,ABT,4,3,1009.342
77,ABT,6,3,1168.8809999999999
78,ABT,6,4,1725.6520000000005
79,ABT,7,3,1153.5789999999997
80,ABT,7,4,1659.4270000000001
81,ABT,8,3,1134.105
82,ABT,8,4,1335.9300000000014
83,ACGL,1,1,1084.6170000000006
84,ACGL,1,2,1063.62
85,ACGL,1,3,1068.4829999999993
86,ACGL,1,4,1090.7270000000003
87,ACGL,1,6,1485.5430000000001
88,ACGL,1,7,1711.6970000000001
89,ACGL,1,8,1633.5330000000022
90,ACGL,1,9,1634.6770000000004
91,ACGL,2,1,1067.049
92,ACGL,2,2,1015.1180000000005
93,ACGL,2,3,1074.4400000000005
94,ACGL,2,4,1052.7100000000005
95,ACGL,2,5,1007.2460000000009
96,ACGL,2,6,1448.862000000001
97,ACGL,2,7,1717.458
98,ACGL,2,8,1534.4860000000012
99,ACGL,2,9,1553.7150000000006
100,ACGL,3,1,1240.559999999999
101,ACGL,3,3,1213.9240000000004
102,ACGL,3,4,1155.3710000000005
103,ACGL,3,5,1609.093
104,ACGL,3,6,1720.5070000000014
105,ACGL,3,7,1667.8600000000001
106,ACGL,3,8,1561.3030000000017
107,ACGL,3,9,1627.2840000000008
108,ACGL,4,1,1146.264
109,ACGL,4,2,1116.3580000000004
110,ACGL,4,3,1157.1960000000001
111,ACGL,4,4,1042.9220000000007
112,ACGL,4,6,1671.6520000000005
113,ACGL,4,7,1653.9650000000006
114,ACGL,4,8,1540.726000000001
115,ACGL,4,9,1565.6560000000006
116,ACGL,5,2,1006.7690000000007
117,ACGL,5,6,1581.7340000000013
118,ACGL,5,7,1596.3520000000008
119,ACGL,5,8,1485.1780000000008
120,ACGL,6,1,1063.788
121,ACGL,6,2,1073.7320000000004
122,ACGL,6,3,1064.3150000000005
123,ACGL,6,5,1051.3089999999997
124,ACGL,6,7,1079.1080000000002
125,ACGL,6,8,1102.5520000000001
126,ACGL,6,9,1614.2989999999998
127,ACGL,7,1,1583.789
128,ACGL,7,2,1115.9980000000003
129,ACGL,7,3,1614.5820000000003
130,ACGL,7,4,1615.3230000000012
131,ACGL,7,5,1598.5790000000004
132,ACGL,7,6,1486.1220000000003
133,ACGL,7,9,1612.2140000000002
134,ACGL,8,1,1633.6930000000004
135,ACGL,8,3,1725.2270000000008
136,ACGL,8,4,1528.3480000000022
137,ACGL,8,6,1522.8780000000015
138,ACGL,8,8,1513.9480000000008
139,ACGL,8,9,1697.0750000000005
140,ACGL,9,1,1607.2539999999992
141,ACGL,9,2,1180.2990000000004
142,ACGL,9,3,1666.4970000000008
143,ACGL,9,4,1498.7360000000017
144,ACGL,9,5,1673.4010000000005
145,ACGL,9,6,1751.6740000000013
146,ACGL,9,7,1735.139000000001
147,ACGL,9,8,1866.8340000000003
148,ACGL,9,9,1668.0800000000004
149,ACHC,1,4,1134.4560000000001
150,ACHC,1,5,1560.3729999999991
151,ACHC,5,1,1635.7399999999973
152,ACHC,5,3,1536.4109999999996
153,ACM,1,1,1006.6230000000003
154,ACM,1,2,1040.1150000000002
155,ACM,1,3,1192.7279999999996
156,ACM,1,4,1160.4679999999994
157,ACM,1,5,1110.0540000000003
158,ACM,1,6,1070.105
159,ACM,1,7,1090.6559999999995
160,ACM,1,8,1143.975
161,ACM,1,9,1119.4209999999994
162,ACM,2,2,1031.226
163,ACM,2,3,1186.0380000000005
164,ACM,2,4,1203.1840000000002
165,ACM,2,5,1161.0240000000013
166,ACM,2,6,1079.0320000000006
167,ACM,2,7,1109.7470000000008
168,ACM,2,8,1140.462000000001
169,ACM,2,9,1179.8400000000006
170,ACM,3,4,1068.3879999999995
171,ACM,3,5,1084.2730000000006
172,ACM,3,7,1025.059
173,ACM,3,8,1056.065
174,ACM,3,9,1130.364
175,ACM,4,1,1128.8339999999994
176,ACM,4,2,1038.7199999999998
177,ACM,4,3,1047.305
178,ACM,4,9,1032.0279999999998
179,ACM,5,1,1018.782
180,ACM,5,2,1038.5659999999998
181,ACM,5,3,1056.4830000000009
182,ACM,5,4,1192.4579999999992
183,ACM,5,5,1163.4750000000013
184,ACM,5,6,1044.8770000000004
185,ACM,5,7,1043.1870000000004
186,ACM,5,8,1032.246
187,ACM,5,9,1090.041
188,ACM,6,1,1011.5960000000001
189,ACM,6,2,1031.3799999999999
190,ACM,6,3,1010.0740000000002
191,ACM,6,4,1138.2399999999998
192,ACM,6,5,1129.3410000000013
193,ACM,6,6,1010.3200000000004
194,ACM,6,7,1037.2080000000003
195,ACM,6,8,1035.2960000000003
196,ACM,6,9,1039.2349999999997
197,ACM,7,1,1004.41
198,ACM,7,2,1024.194
199,ACM,7,4,1235.7239999999993
200,ACM,7,5,1191.3340000000003
201,ACM,7,9,1005.7920000000001
202,ACM,8,2,1005.0040000000001
203,ACM,8,4,1159.7039999999997
204,ACM,8,5,1161.8380000000006
205,ACM,8,6,1140.9680000000008
206,ACM,8,8,1084.3200000000006
207,ACM,8,9,1066.2750000000003
208,ACM,9,1,1045.5030000000002
209,ACM,9,3,1169.2830000000008
210,ACM,9,4,1144.8090000000002
211,ACM,9,5,1176.9030000000005
212,ACM,9,6,1151.0820000000003
213,ACM,9,7,1165.4460000000008
214,ACM,9,8,1271.5120000000002
215,ACM,9,9,1201.6950000000002
216,ADC,1,1,1121.4530000000002
217,ADC,1,5,1095.1399999999994
218,ADC,1,6,1081.507
219,ADC,1,7,1072.9680000000003
220,ADC,1,8,1182.4180000000001
221,ADC,2,6,1117.4440000000009
222,ADC,2,7,1095.134
223,ADC,2,8,1220.1839999999997
224,ADC,2,9,1069.2890000000002
225,ADC,3,1,1087.1850000000002
226,ADC,3,3,1063.26
227,ADC,3,6,1029.6810000000016
228,ADC,3,7,1109.3360000000007
229,ADC,4,1,1069.8889999999994
230,ADC,4,4,1035.8000000000002
231,ADC,4,5,1058.9219999999991
232,ADC,4,6,1052.8760000000004
233,ADC,4,8,1007.5239999999995
234,ADC,5,1,1207.5580000000004
235,ADC,5,2,1154.9729999999993
236,ADC,5,4,1038.9000000000005
237,ADC,5,5,1171.4400000000003
238,ADC,5,6,1068.4409999999998
239,ADC,5,7,1065.542
240,ADC,6,1,1146.9759999999997
241,ADC,6,3,1089.893
242,ADC,6,4,1027.4300000000003
243,ADC,6,5,1108.267
244,ADC,6,6,1037.2199999999998
245,ADC,6,7,1029.558
246,ADC,7,1,1123.061999999999
247,ADC,7,3,1094.0879999999997
248,ADC,7,4,1028.8139999999999
249,ADC,7,5,1039.3110000000001
250,ADC,7,6,1062.1889999999996
251,ADC,7,7,1025.6560000000006
252,ADC,7,8,1033.4900000000002
253,ADC,8,1,1145.966
254,ADC,8,8,1102.736
255,ADC,8,9,1017.3940000000002
256,ADC,9,1,1103.076
257,ADC,9,2,1059.2130000000009
258,ADI,8,9,2119.7270000000008
259,ADT,3,1,1018.8779999999998
260,ADT,3,2,1021.1009999999995
261,ADT,6,2,1020.9799999999998
262,ADT,6,3,1020.3769999999996
263,AEE,1,2,1001.4160000000002
264,AEE,1,3,1020.5019999999995
265,AEE,1,4,1021.5730000000005
266,AEE,1,6,1100.5380000000005
267,AEE,1,9,1037.7520000000013
268,AEE,2,4,1020.506
269,AEE,2,6,1009.2960000000002
270,AEE,2,7,1024.614
271,AEE,3,3,1003.647
272,AEE,3,5,1005.316
273,AEE,3,9,1041.8040000000005
274,AEE,4,1,1142.5199999999995
275,AEE,4,5,1055.6399999999999
276,AEE,4,6,1138.636
277,AEE,4,7,1178.165
278,AEE,4,8,1050.1039999999994
279,AEE,4,9,1010.226
280,AEE,5,1,1050.2510000000007
281,AEE,5,3,1032.7160000000006
282,AEE,5,4,1188.5149999999999
283,AEE,5,6,1115.5819999999999
284,AEE,5,7,1181.264
285,AEE,5,8,1029.85
286,AEE,5,9,1054.8319999999994
287,AEE,6,1,1040.3000000000002
288,AEE,6,7,1079.1980000000003
289,AEE,6,8,1023.976
290,AEE,6,9,1099.6109999999999
291,AEE,7,3,1101.7340000000002
292,AEE,7,6,1100.278000000001
293,AEE,7,7,1057.6100000000001
294,AEE,7,8,1078.4539999999995
295,AEE,7,9,1001.9119999999998
296,AEE,8,1,1069.6070000000009
297,AEE,8,2,1087.2380000000012
298,AEE,8,6,1206.2200000000007
299,AEE,8,7,1070.8820000000005
300,AEE,8,8,1016.5700000000002
301,AEE,9,1,1052.6910000000003
302,AEE,9,2,1093.2070000000008
303,AEE,9,5,1033.022
304,AEE,9,6,1031.1660000000008
305,AEE,9,7,1047.683
306,AEE,9,8,1037.3190000000004
307,AEP,5,3,1008.449
308,AEP,8,6,1024.8120000000001
309,AES,1,4,1006.6880000000012
310,AFRM,5,1,1098.026
311,AFRM,5,2,1014.3320000000003
312,AFRM,7,1,1080.2310000000004
313,AFRM,8,1,1065.0310000000002
314,AFRM,9,1,1059.8350000000003
315,AGCO,1,9,1064.3780000000002
316,AGCO,5,1,1353.890000000001
317,AGCO,5,2,1165.03
318,AGCO,5,3,1207.9710000000002
319,AGCO,5,8,1786.299
320,AGCO,5,9,1650.4650000000001
321,AGCO,6,1,1381.8130000000008
322,AGCO,6,2,1204.9720000000002
323,AGCO,6,3,1232.0099999999998
324,AGCO,6,4,1207.7580000000003
325,AGCO,6,8,1214.602
326,AGCO,6,9,1244.87
327,AGCO,7,1,1289.9680000000008
328,AGCO,7,2,1367.1420000000007
329,AGCO,7,3,1432.3029999999999
330,AGCO,7,9,1233.5929999999998
331,AGCO,8,9,1605.6170000000009
332,AGCO,9,3,1480.1240000000007
333,AGCO,9,5,1463.8530000000003
334,AGCO,9,6,1693.636000000001
335,AGCO,9,7,1246.1140000000007
336,AGCO,9,9,1410.8970000000013
337,AGNC,3,4,1002.0890000000002
338,AGNC,3,5,1005.45
339,AGNC,3,6,1020.8580000000002
340,AGNC,3,7,1034.2469999999998
341,AGNC,3,8,1025.2660000000005
342,AGNC,3,9,1028.0580000000002
343,AGNC,6,7,1001.74
344,AGNC,6,8,1019.4459999999998
345,AGNC,6,9,1021.4489999999998
346,AGNC,8,6,1013.5519999999999
347,AGNC,8,7,1028.5810000000001
348,AGNC,8,8,1037.416
349,AGNC,8,9,1019.6909999999998
350,AGNC,9,2,1014.018
351,AGNC,9,6,1012.8550000000001
352,AGNC,9,7,1004.553
353,AGNC,9,9,1016.3109999999999
354,AGO,5,7,1107.7590000000002
355,AGO,7,9,1299.4010000000003
356,AIRC,1,1,1069.4590000000005
357,AIRC,1,3,1043.2900000000002
358,AIRC,1,6,1052.4100000000003
359,AIRC,1,7,1053.3950000000002
360,AIRC,1,8,1046.8150000000003
361,AIRC,2,2,1046.4600000000003
362,AIRC,2,3,1043.6960000000001
363,AIRC,2,6,1039.65
364,AIRC,2,7,1039.65
365,AIRC,3,2,1043.892
366,AIRC,3,6,1038.784
367,AIRC,3,7,1038.784
368,AIRC,3,8,1038.784
369,AIRC,4,3,1030.21
370,AIRC,5,1,1040.6979999999999
371,AIRC,5,2,1046.278
372,AIRC,5,3,1043.232
373,AIRC,5,4,1041.17
374,AIRC,6,1,1060.3780000000002
375,AIRC,7,1,1036.003
376,AIRC,8,1,1043.084
377,AIRC,9,1,1044.1980000000003
378,AIRC,9,7,1044.6140000000003
379,AIRC,9,8,1044.6140000000003
380,AIRC,9,9,1044.6140000000003
381,AJG,1,1,1350.3569999999995
382,AJG,1,2,1265.7499999999993
383,AJG,1,3,1541.4039999999986
384,AJG,1,4,1371.9940000000001
385,AJG,1,5,1231.7259999999999
386,AJG,1,6,1177.8870000000004
387,AJG,1,7,1201.592
388,AJG,1,8,1217.7720000000004
389,AJG,1,9,1306.8910000000005
390,AJG,2,1,1330.9369999999992
391,AJG,2,2,1234.2879999999998
392,AJG,2,3,1451.7219999999995
393,AJG,2,4,1315.5440000000003
394,AJG,2,5,1275.8180000000002
395,AJG,2,6,1208.0639999999999
396,AJG,2,7,1172.7850000000003
397,AJG,2,8,1207.452
398,AJG,2,9,1289.3940000000002
399,AJG,3,1,1347.2170000000003
400,AJG,3,2,1251.9300000000005
401,AJG,3,3,1276.7329999999995
402,AJG,3,4,1249.8440000000005
403,AJG,3,5,1258.647
404,AJG,3,6,1162.3490000000004
405,AJG,3,7,1181.4750000000004
406,AJG,3,8,1239.648
407,AJG,3,9,1289.3940000000002
408,AJG,4,1,1322.709
409,AJG,4,2,1228.4959999999994
410,AJG,4,3,1499.2139999999981
411,AJG,4,4,1302.284
412,AJG,4,5,1314.1440000000002
413,AJG,4,6,1146.212
414,AJG,4,7,1158.9649999999997
415,AJG,4,8,1152.4139999999993
416,AJG,4,9,1289.3940000000002
417,AJG,5,1,1281.7430000000002
418,AJG,5,2,1157.5450000000003
419,AJG,5,3,1506.0269999999994
420,AJG,5,4,1302.284
421,AJG,5,5,1298.1050000000002
422,AJG,5,6,1111.1009999999997
423,AJG,5,7,1104.496
424,AJG,5,8,1132.8319999999999
425,AJG,5,9,1289.3940000000002
426,AJG,6,1,1215.9850000000001
427,AJG,6,2,1265.83
428,AJG,6,3,1307.0639999999999
429,AJG,6,4,1302.284
430,AJG,6,5,1298.1050000000002
431,AJG,6,6,1289.6460000000002
432,AJG,6,7,1239.277
433,AJG,6,8,1294.1679999999997
434,AJG,6,9,1289.3940000000002
435,AJG,7,1,1206.324
436,AJG,7,2,1261.216
437,AJG,7,3,1302.4499999999998
438,AJG,7,4,1302.284
439,AJG,7,5,1298.1050000000002
440,AJG,7,6,1285.032
441,AJG,7,7,1234.6629999999998
442,AJG,7,8,1289.5539999999996
443,AJG,7,9,1289.3940000000002
444,AJG,8,1,1177.2920000000004
445,AJG,8,2,1297.2600000000002
446,AJG,8,3,1353.7409999999998
447,AJG,8,4,1302.284
448,AJG,8,5,1298.1050000000002
449,AJG,8,6,1285.346
450,AJG,8,7,1321.529
451,AJG,8,8,1465.482
452,AJG,8,9,1289.3940000000002
453,AJG,9,1,1139.774
454,AJG,9,2,1297.2600000000002
455,AJG,9,3,1353.7409999999998
456,AJG,9,4,1302.284
457,AJG,9,5,1298.1050000000002
458,AJG,9,6,1285.346
459,AJG,9,7,1321.529
460,AJG,9,8,1465.482
461,AJG,9,9,1289.3940000000002
462,AL,1,3,1018.8300000000002
463,AL,1,9,1038.6939999999997
464,AL,3,5,1014.9540000000005
465,AL,3,9,1039.6170000000004
466,AL,5,3,1004.55
467,AL,7,3,1077.587
468,AL,7,8,1100.1840000000004
469,AL,8,7,1117.813
470,AL,9,1,1055.7080000000003
471,AL,9,2,1032.1730000000002
472,AL,9,3,1062.489
473,AL,9,7,1027.3450000000003
474,AL,9,9,1096.1499999999999
475,ALGM,1,6,1005.471
476,ALGM,2,5,1003.5539999999999
477,ALGM,2,6,1006.1179999999999
478,ALGM,8,2,1063.7660000000003
479,ALK,2,1,1353.1669999999995
480,ALK,2,2,1270.004
481,ALK,2,3,1337.9260000000002
482,ALK,2,4,1648.6279999999992
483,ALK,2,5,1436.7169999999994
484,ALK,2,6,1328.2079999999971
485,ALK,2,7,1289.282999999999
486,ALK,2,8,1221.4299999999992
487,ALK,2,9,1322.321999999999
488,ALK,3,1,1053.2610000000002
489,ALK,3,2,1075.2979999999995
490,ALK,3,3,1135.2589999999996
491,ALK,3,4,1271.3759999999997
492,ALK,3,5,1071.944999999998
493,ALK,3,6,1078.3529999999987
494,ALK,3,7,1038.4869999999994
495,ALK,4,1,1031.6960000000001
496,ALK,4,4,1030.3720000000005
497,ALK,4,5,1043.0990000000006
498,ALK,4,9,1182.803
499,ALK,5,1,1363.1859999999992
500,ALK,5,2,1302.7820000000013
501,ALK,5,3,1317.069999999999
502,ALK,5,4,1457.377
503,ALK,5,5,1309.4349999999997
504,ALK,5,6,1386.0889999999995
505,ALK,5,7,1530.5630000000006
506,ALK,5,8,1303.0
507,ALK,5,9,1047.510000000001
508,ALK,6,1,1313.7409999999995
509,ALK,6,2,1292.0300000000004
510,ALK,6,4,1470.6100000000001
511,ALK,6,5,1293.6139999999984
512,ALK,6,7,1050.126
513,ALK,7,1,1371.0239999999997
514,ALK,7,2,1460.5600000000004
515,ALK,7,3,1389.359
516,ALK,7,4,1524.8650000000002
517,ALK,7,7,1853.1760000000004
518,ALK,7,8,1541.0840000000019
519,ALK,7,9,1241.9989999999998
520,ALK,8,1,1524.6830000000002
521,ALK,8,2,1477.3560000000011
522,ALK,8,4,1487.6580000000017
523,ALK,8,6,1458.8880000000013
524,ALK,8,7,1326.6370000000004
525,ALK,8,8,1299.6020000000003
526,ALK,8,9,1216.994
527,ALK,9,1,1012.7659999999998
528,ALK,9,6,1351.2230000000004
529,ALK,9,7,1173.4950000000006
530,ALK,9,8,1265.5799999999997
531,ALK,9,9,1234.3430000000008
532,ALLE,2,2,1218.8159999999998
533,ALLE,2,3,1249.7090000000003
534,ALLE,2,6,1300.1240000000005
535,ALLE,2,7,1374.357
536,ALLE,2,8,1279.6279999999997
537,ALLE,3,3,1272.005
538,ALLE,3,7,1190.3770000000002
539,ALLE,3,8,1312.8490000000006
540,ALLE,4,4,1249.3940000000002
541,ALLE,4,5,1225.035
542,ALLE,4,7,1190.3770000000002
543,ALLE,4,8,1318.6600000000005
544,ALLE,4,9,1362.3750000000005
545,ALLE,5,4,1249.3940000000002
546,ALLE,5,5,1225.035
547,ALLE,5,8,1305.6880000000006
548,ALLE,7,2,1216.09
549,ALLE,7,3,1272.005
550,ALLE,7,4,1249.3940000000002
551,ALLE,7,7,1190.3770000000002
552,ALLE,7,8,1315.8940000000002
553,ALLE,7,9,1354.5790000000004
554,ALLE,8,1,1207.1749999999997
555,ALLE,8,3,1272.005
556,ALLE,8,4,1249.3940000000002
557,ALLE,8,8,1324.1480000000006
558,ALLE,8,9,1354.5790000000004
559,ALLE,9,1,1207.1749999999997
560,ALLE,9,2,1216.09
561,ALLE,9,3,1272.005
562,ALLE,9,4,1249.3940000000002
563,ALLE,9,5,1225.035
564,ALLE,9,8,1324.1480000000006
565,ALLE,9,9,1354.5790000000004
566,ALLY,7,9,1049.636
567,ALLY,8,5,1044.618
568,ALSN,2,4,1439.1860000000001
