,symbol,stop_loss,take_profit,final_value
569,ALSN,3,5,1168.883
570,ALSN,4,2,1160.234
571,ALSN,4,3,1252.8650000000002
572,ALSN,4,5,1152.8880000000001
573,ALSN,4,8,1274.1840000000002
574,ALSN,5,1,1193.9689999999996
575,ALSN,5,2,1186.2900000000004
576,ALSN,5,3,1242.9800000000005
577,ALSN,6,1,1189.4879999999998
578,ALSN,6,2,1152.33
579,ALSN,6,3,1220.4179999999997
580,ALSN,6,4,1131.626
581,ALSN,6,5,1161.357
582,ALSN,6,6,1171.4300000000003
583,ALSN,6,7,1213.0150000000003
584,ALSN,6,8,1309.5840000000003
585,ALSN,6,9,1332.375
586,ALSN,7,1,1189.2449999999994
587,ALSN,7,3,1239.1460000000002
588,ALSN,7,4,1135.922
589,ALSN,7,6,1182.8220000000006
590,ALSN,7,7,1216.3600000000006
591,ALSN,7,8,1286.4580000000005
592,ALSN,7,9,1304.6389999999997
593,ALSN,8,1,1184.7639999999997
594,ALSN,8,2,1143.4099999999999
595,ALSN,8,3,1407.4250000000002
596,ALSN,8,4,1133.4180000000001
597,ALSN,8,8,1306.9700000000007
598,ALSN,8,9,1294.2890000000002
599,ALSN,9,2,1145.6969999999997
600,ALSN,9,3,1402.7869999999998
601,ALSN,9,4,1128.78
602,ALSN,9,6,1175.6800000000003
603,ALSN,9,9,1310.4689999999996
604,AMAT,6,5,1058.2200000000003
605,AMAT,6,6,1244.6619999999998
606,AMAT,6,8,2792.66
607,AMAT,6,9,2853.149000000001
608,AMAT,7,5,1012.1700000000002
609,AMAT,7,6,1213.8560000000002
610,AMAT,7,7,1229.657000000001
611,AMAT,7,8,3132.3430000000008
612,AMAT,7,9,2844.7690000000016
613,AMAT,8,2,1058.0259999999998
614,AMAT,8,3,1089.161
615,AMAT,8,4,1015.2440000000003
616,AMAT,9,2,1057.357
617,AMAT,9,3,1111.687
618,AMAT,9,6,1126.4670000000006
619,AMAT,9,7,1104.3140000000005
620,AMAT,9,8,1503.1590000000008
621,AMAT,9,9,1334.1080000000009
622,AMC,1,2,1367.8599999999997
623,AMC,1,3,1372.9699999999998
624,AMC,1,6,1347.6599999999999
625,AMC,2,1,1387.53
626,AMC,2,2,1295.6000000000001
627,AMC,2,3,1333.7600000000002
628,AMC,6,1,1290.49
629,AMC,6,2,1266.86
630,AMC,6,5,1300.59
631,AMCR,4,7,1009.745
632,AMCR,4,8,1003.0680000000002
633,AMCR,5,5,1002.6250000000001
634,AMCR,5,6,1005.115
635,AMCR,5,8,1002.6479999999999
636,AMCR,5,9,1003.9189999999999
637,AMCR,8,5,1008.5759999999998
638,AMCR,8,6,1003.2079999999999
639,AMCR,8,7,1006.1569999999999
640,AMCR,9,2,1003.6270000000004
641,AMCR,9,3,1006.8019999999999
642,AMCR,9,4,1006.6580000000002
643,AMCR,9,5,1012.78
644,AMCR,9,6,1012.606
645,AMCR,9,7,1014.0200000000002
646,AMCR,9,8,1007.8580000000002
647,AMCR,9,9,1010.6990000000001
648,AMED,1,1,1185.016
649,AMED,1,3,1062.2860000000003
650,AMED,1,4,1153.174
651,AMED,1,5,1047.6999999999994
652,AMED,1,6,1048.6690000000003
653,AMED,1,7,1153.4249999999997
654,AMED,1,8,1200.2870000000003
655,AMED,1,9,1234.0300000000002
656,AMED,5,1,1396.1459999999997
657,AMED,6,1,1410.8850000000002
658,AMED,6,2,1332.7800000000004
659,AMED,6,3,1323.7210000000005
660,AMED,6,4,1381.7899999999997
661,AMED,6,6,1070.742
662,AMED,7,1,1260.8889999999997
663,AMED,7,2,1300.7479999999998
664,AMED,7,3,1375.768
665,AMED,7,4,1442.137
666,AMED,7,5,1220.7239999999997
667,AMED,7,6,1082.7949999999998
668,AMED,7,7,1035.4299999999998
669,AMED,7,8,1052.0469999999998
670,AMED,7,9,1076.0309999999997
671,AMED,8,1,1352.1290000000008
672,AMED,8,2,1326.8500000000006
673,AMED,8,3,1331.5630000000006
674,AMED,8,4,1397.9320000000005
675,AMED,8,5,1129.9030000000002
676,AMED,9,1,1387.3310000000006
677,AMH,1,1,1029.4759999999999
678,AMH,1,2,1026.366000000001
679,AMH,1,7,1051.467
680,AMH,1,8,1049.5210000000002
681,AMH,2,1,1030.0860000000002
682,AMH,2,2,1023.4799999999998
683,AMH,2,3,1011.1920000000005
684,AMH,2,4,1035.5800000000002
685,AMH,2,5,1056.942
686,AMH,2,6,1073.2279999999998
687,AMH,2,7,1066.9030000000002
688,AMH,2,8,1062.194
689,AMH,2,9,1048.7359999999999
690,AMH,3,1,1005.7790000000002
691,AMH,3,3,1027.0330000000004
692,AMH,3,8,1056.654
693,AMH,3,9,1045.0110000000002
694,AMH,4,1,1026.3660000000002
695,AMH,4,2,1028.5240000000001
696,AMH,4,3,1046.8829999999998
697,AMH,4,4,1052.2180000000003
698,AMH,4,5,1062.12
699,AMH,4,6,1059.634
700,AMH,4,7,1052.6549999999997
701,AMH,4,8,1064.9039999999995
702,AMH,4,9,1040.4009999999998
703,AMH,5,1,1033.556
704,AMH,5,2,1031.0200000000004
705,AMH,5,3,1046.484
706,AMH,5,4,1065.56
707,AMH,5,5,1068.54
708,AMH,5,6,1066.0459999999998
709,AMH,5,7,1048.271
710,AMH,5,8,1058.093
711,AMH,5,9,1036.5720000000001
712,AMH,6,1,1065.1639999999998
713,AMH,6,2,1024.1160000000002
714,AMH,6,3,1035.058
715,AMH,6,4,1045.7039999999997
716,AMH,6,5,1017.8429999999996
717,AMH,6,6,1061.73
718,AMH,6,7,1047.9089999999997
719,AMH,6,8,1061.362
720,AMH,6,9,1054.4769999999999
721,AMH,7,1,1022.5929999999996
722,AMH,7,4,1044.1319999999998
723,AMH,7,5,1043.1139999999998
724,AMH,7,6,1055.7150000000001
725,AMH,7,7,1053.985
726,AMH,7,8,1058.9160000000002
727,AMH,7,9,1044.184
728,AMH,8,4,1047.7939999999999
729,AMH,8,5,1061.0749999999998
730,AMH,8,6,1048.312
731,AMH,8,7,1057.3249999999996
732,AMH,8,8,1055.4900000000002
733,AMH,8,9,1040.761
734,AMH,9,1,1079.087
735,AMH,9,2,1061.031
736,AMH,9,3,1011.886
737,AMH,9,4,1047.567
738,AMH,9,5,1057.6779999999999
739,AMH,9,6,1044.711
740,AMH,9,9,1052.2900000000002
741,AMZN,1,2,1128.1779999999999
742,AMZN,1,3,1176.8500000000001
743,AMZN,1,4,1229.9570000000006
744,AMZN,1,5,1186.865
745,AMZN,1,6,1215.8580000000004
746,AMZN,1,7,1262.2950000000003
747,AMZN,1,8,1197.8570000000002
748,AMZN,1,9,1090.1719999999998
749,AMZN,2,2,1074.5019999999995
750,AMZN,2,3,1094.8929999999996
751,AMZN,2,4,1182.8600000000004
752,AMZN,2,5,1121.7099999999996
753,AMZN,2,6,1139.3100000000004
754,AMZN,2,7,1185.7469999999998
755,AMZN,2,8,1146.826
756,AMZN,3,1,1170.2129999999995
757,AMZN,3,2,1116.1949999999995
758,AMZN,3,3,1117.8089999999997
759,AMZN,3,4,1164.064
760,AMZN,3,5,1139.2420000000002
761,AMZN,3,6,1041.6990000000005
762,AMZN,3,7,1034.4130000000005
763,AMZN,3,8,1527.8980000000006
764,AMZN,4,1,1165.514
765,AMZN,4,2,1106.8239999999994
766,AMZN,4,3,1292.8339999999992
767,AMZN,4,4,1159.3860000000002
768,AMZN,4,5,1268.171
769,AMZN,4,6,1294.5880000000002
770,AMZN,4,7,1164.7890000000002
771,AMZN,4,8,1549.392
772,AMZN,5,1,1236.571
773,AMZN,5,2,1151.927
774,AMZN,5,3,1483.611
775,AMZN,5,4,1186.8509999999999
776,AMZN,5,5,1300.175
777,AMZN,5,6,1348.085
778,AMZN,5,7,1680.7560000000012
779,AMZN,6,1,1218.3179999999998
780,AMZN,6,2,1318.768
781,AMZN,6,3,1468.8970000000004
782,AMZN,6,4,1359.6240000000003
783,AMZN,6,5,1298.8340000000003
784,AMZN,6,6,1346.7980000000007
785,AMZN,6,7,1417.4200000000008
786,AMZN,6,8,1429.776
787,AMZN,6,9,2079.767000000001
788,AMZN,7,1,1328.2529999999997
789,AMZN,7,2,1428.6359999999997
790,AMZN,7,3,1361.2919999999992
791,AMZN,7,4,1459.3559999999998
792,AMZN,7,5,1378.5510000000002
793,AMZN,7,6,1112.516
794,AMZN,7,7,1371.8190000000004
795,AMZN,7,8,1942.824000000001
796,AMZN,7,9,1266.0030000000002
797,AMZN,8,1,1309.7290000000003
798,AMZN,8,2,1410.1120000000003
799,AMZN,8,3,1303.392
800,AMZN,8,4,1440.8320000000003
801,AMZN,8,5,1360.0270000000003
802,AMZN,8,6,1437.8120000000001
803,AMZN,8,7,1357.5650000000007
804,AMZN,8,8,1912.674000000001
805,AMZN,8,9,1836.017000000001
806,AMZN,9,1,1290.9429999999998
807,AMZN,9,2,1391.3259999999998
808,AMZN,9,3,1332.231
809,AMZN,9,4,1422.0460000000003
810,AMZN,9,5,1341.2410000000002
811,AMZN,9,6,1420.9060000000004
812,AMZN,9,7,1351.3410000000006
813,AMZN,9,8,1901.580000000001
814,AMZN,9,9,1818.9340000000016
815,AN,1,4,1164.2880000000002
816,AN,1,6,1270.15
817,AN,1,7,1196.2350000000001
818,AN,1,8,1236.52
819,AN,1,9,1169.716
820,AN,2,4,1166.4520000000002
821,AN,2,5,1321.865
822,AN,2,6,1273.626
823,AN,2,7,1188.4270000000004
824,AN,2,8,1227.1219999999996
825,AN,2,9,1213.6469999999997
826,AN,3,1,1253.0290000000007
827,AN,3,6,1283.1949999999997
828,AN,3,7,1181.6009999999997
829,AN,3,8,1201.6060000000002
830,AN,4,1,1348.8090000000002
831,AN,5,5,1327.295
832,AN,5,6,1674.6510000000005
833,AN,5,8,1244.481
834,AN,6,6,1291.336
835,AN,7,5,1454.5600000000002
836,AN,7,6,1280.009
837,AN,8,2,1588.4160000000002
838,AN,8,5,1548.4190000000012
839,AN,8,6,1495.032000000001
840,AN,8,7,1095.7590000000005
841,AN,9,5,1909.0380000000011
842,AN,9,6,1695.150000000002
843,AOS,1,1,1011.9469999999999
844,AOS,2,1,1010.281
845,AOS,2,2,1038.7559999999999
846,AOS,3,1,1006.548
847,AOS,3,2,1064.3439999999998
848,AOS,4,1,1002.815
849,AOS,6,1,1015.7969999999997
850,AOS,6,2,1009.9259999999998
851,AOS,7,1,1011.8809999999997
852,AOS,7,2,1006.0099999999999
853,AOS,8,1,1007.9649999999998
854,AOS,8,2,1002.0939999999999
855,AOS,9,1,1147.3120000000004
856,AOS,9,2,1056.9360000000001
857,APH,1,9,1192.8809999999999
858,APP,1,4,1237.7410000000004
859,APP,1,5,1287.2219999999998
860,APP,1,6,1279.5600000000004
861,APP,1,7,1361.252
862,APP,1,8,1353.962
863,APP,1,9,1285.4250000000004
864,APP,2,4,1162.8540000000003
865,APP,2,5,1201.0919999999996
866,APP,2,6,1226.032
867,APP,2,7,1252.172
868,APP,2,8,1322.828
869,APP,2,9,1349.0
870,APP,3,5,1070.074
871,APP,3,6,1064.8359999999998
872,APP,3,7,1069.08
873,APP,3,8,1073.324
874,APP,3,9,1077.5679999999998
875,APP,4,1,1326.2960000000003
876,APP,4,2,1342.1160000000004
877,APP,4,3,1310.9679999999998
878,APP,4,4,1350.5560000000005
879,APP,4,5,1304.3449999999998
880,APP,4,6,1276.1979999999999
881,APP,4,7,1329.3699999999994
882,APP,4,8,1246.8379999999997
883,APP,5,1,1395.4470000000006
884,APP,5,2,1344.143
885,APP,5,3,1298.107
886,APP,5,4,1337.6950000000002
887,APP,5,5,1335.9449999999997
888,APP,5,6,1294.5059999999994
889,APP,5,7,1395.7430000000004
890,APP,5,8,1229.652
891,APP,6,1,1375.1090000000008
892,APP,6,2,1331.2820000000002
893,APP,6,3,1285.2459999999996
894,APP,6,4,1324.8340000000003
895,APP,6,5,1401.6180000000002
896,APP,6,6,1347.6299999999997
897,APP,6,8,1119.12
898,APP,6,9,1149.4380000000003
899,APP,7,2,1332.321
900,APP,7,3,1246.3400000000001
901,APP,7,4,1360.109
902,APP,7,8,1154.2550000000006
903,APP,7,9,1224.895
904,APP,8,2,1319.0299999999997
905,APP,8,3,1233.0490000000004
906,APP,8,4,1346.8180000000002
907,APP,9,2,1305.739
908,APP,9,4,1333.527
909,APP,9,5,1262.9859999999999
910,APP,9,7,1269.1350000000002
911,APP,9,8,1127.6730000000007
912,APTV,1,9,1080.1200000000003
913,APTV,3,1,1005.3379999999996
914,APTV,5,2,1035.926
915,APTV,5,3,1095.047
916,APTV,5,8,1020.363
917,APTV,5,9,1052.8140000000003
918,APTV,6,1,1024.6820000000002
919,APTV,6,2,1087.4839999999995
920,APTV,6,3,1170.2449999999994
921,APTV,7,3,1055.6479999999997
922,APTV,8,2,1004.698
923,APTV,8,3,1038.525
924,APTV,9,3,1002.0260000000002
925,AR,1,8,1035.3980000000001
926,ARE,1,1,1069.63
927,ARE,1,2,1166.857
928,ARE,1,4,1019.6010000000006
929,ARE,2,1,1001.5849999999999
930,ARE,2,2,1014.1940000000002
931,ARE,2,4,1163.89
932,ARE,2,5,1152.3480000000002
933,ARE,2,6,1161.3900000000003
934,ARE,2,7,1172.1610000000003
935,ARE,2,8,1159.7960000000003
936,ARE,2,9,1180.8770000000004
937,ARE,3,1,1019.3300000000006
938,ARE,3,2,1154.3640000000005
939,ARE,3,3,1134.138
940,ARE,3,4,1153.1610000000003
941,ARE,3,5,1255.0220000000004
942,ARE,3,6,1281.4170000000006
943,ARE,3,7,1323.0240000000003
944,ARE,3,8,1221.1200000000003
945,ARE,3,9,1271.919
946,ARE,4,2,1067.3120000000004
947,ARE,4,3,1136.181
948,ARE,4,4,1110.4900000000005
949,ARE,4,6,1009.9600000000002
950,ARE,4,7,1155.2150000000004
951,ARE,4,8,1163.6240000000003
952,ARE,4,9,1133.4670000000003
953,ARE,5,3,1149.769
954,ARE,5,4,1125.7120000000004
955,ARE,5,5,1277.9850000000006
956,ARE,5,6,1216.1030000000003
957,ARE,5,7,1248.0060000000003
958,ARE,5,8,1290.9790000000007
959,ARE,5,9,1322.8820000000005
960,ARE,6,1,1006.998
961,ARE,6,5,1002.414
962,ARE,6,6,1255.1460000000002
963,ARE,6,7,1296.7530000000004
964,ARE,6,8,1258.4220000000003
965,ARE,6,9,1290.159
966,ARE,7,2,1009.124
967,ARE,7,3,1270.7569999999998
968,ARE,8,3,1018.2860000000001
969,ARE,8,4,1155.0220000000002
970,ARE,8,5,1219.333
971,ARE,8,6,1240.9820000000002
972,ARE,8,7,1228.7080000000003
973,ARE,8,8,1228.0620000000008
974,ARE,8,9,1255.3110000000006
975,ARE,9,3,1003.6220000000002
976,ARE,9,4,1022.4860000000002
977,ARE,9,5,1251.3550000000005
978,ARE,9,6,1248.5300000000002
979,ARE,9,7,1280.8750000000007
980,ARE,9,8,1160.7040000000006
981,ARE,9,9,1268.8900000000008
982,ARES,1,1,1041.763
983,ARES,1,2,1037.241
984,ARES,1,3,1021.8929999999999
985,ARES,1,4,1029.8290000000002
986,ARES,1,5,1037.7649999999999
987,ARES,1,6,1313.6910000000003
988,ARES,1,7,1662.7000000000005
989,ARES,1,8,1311.210000000001
990,ARES,1,9,1342.1650000000004
991,ARES,2,1,1109.0709999999997
992,ARES,2,2,1157.7620000000004
993,ARES,2,3,1131.8950000000002
994,ARES,2,7,1598.251
995,ARES,2,8,1560.6680000000001
996,ARES,3,2,1158.5520000000001
997,ARES,3,3,1178.4550000000004
998,ARES,3,4,1174.3660000000004
999,ARES,3,6,1498.7829999999994
1000,ARES,3,8,1536.2540000000006
1001,ARES,4,1,1216.633
1002,ARES,4,2,1250.956
1003,ARES,4,3,1187.6630000000002
1004,ARES,4,4,1327.7080000000005
1005,ARES,4,5,1370.3020000000001
1006,ARES,4,8,1489.5060000000003
1007,ARES,4,9,1540.5160000000003
1008,ARES,5,1,1206.291
1009,ARES,5,5,1714.7850000000005
1010,ARES,5,9,1181.4680000000003
1011,ARES,6,1,1237.7109999999998
1012,ARES,6,9,1181.4680000000003
1013,ARES,7,1,1237.7109999999998
1014,ARES,7,5,1213.7800000000007
1015,ARES,7,7,1190.1260000000002
1016,ARES,8,3,1291.9550000000004
1017,ARES,8,4,1212.0840000000003
1018,ARES,8,5,1213.2440000000006
1019,ARES,8,7,1190.1260000000002
1020,ARES,9,1,1482.6049999999998
1021,ARES,9,2,1798.5899999999995
1022,ARES,9,4,1684.3340000000005
1023,ARES,9,5,1715.1700000000005
1024,ARES,9,9,1623.7290000000005
1025,ARMK,1,1,1043.1550000000002
1026,ARMK,1,2,1052.252
1027,ARMK,1,3,1006.262
1028,ARMK,1,4,1011.0459999999998
1029,ARMK,1,5,1011.3390000000002
1030,ARMK,1,6,1077.2819999999997
1031,ARMK,1,7,1061.1739999999998
1032,ARMK,1,8,1057.9789999999998
1033,ARMK,1,9,1072.4319999999998
1034,ARMK,2,1,1073.3400000000001
1035,ARMK,2,3,1058.5750000000003
1036,ARMK,2,5,1063.4530000000004
1037,ARMK,2,7,1080.1070000000004
1038,ARMK,2,8,1101.7839999999997
1039,ARMK,2,9,1117.147
1040,ARMK,3,1,1089.107
1041,ARMK,3,7,1145.4909999999995
1042,ARMK,4,1,1110.261
1043,ARMK,4,2,1110.4379999999994
1044,ARMK,4,4,1070.3719999999996
1045,ARMK,4,9,1078.6479999999997
1046,ARMK,5,1,1101.085
1047,ARMK,5,2,1107.2729999999995
1048,ARMK,5,3,1062.9470000000003
1049,ARMK,5,4,1064.4599999999998
1050,ARMK,5,5,1090.7350000000001
1051,ARMK,5,6,1093.1709999999998
1052,ARMK,5,9,1107.25
1053,ARMK,6,1,1097.865
1054,ARMK,6,2,1126.4979999999996
1055,ARMK,6,3,1099.1840000000002
1056,ARMK,6,4,1080.9379999999996
1057,ARMK,6,5,1103.9210000000003
1058,ARMK,6,6,1101.9019999999996
1059,ARMK,6,7,1145.761
1060,ARMK,6,9,1082.2579999999998
1061,ARMK,7,1,1094.645
1062,ARMK,7,2,1126.4979999999996
1063,ARMK,7,3,1099.1840000000002
1064,ARMK,7,4,1100.594
1065,ARMK,7,5,1095.0939999999996
1066,ARMK,7,6,1089.8449999999998
1067,ARMK,8,1,1115.085
1068,ARMK,8,2,1126.4979999999996
1069,ARMK,8,5,1086.8490000000002
1070,ARMK,8,6,1101.0440000000003
1071,ARMK,8,7,1096.862
1072,ARMK,9,1,1115.085
1073,ARMK,9,2,1126.4979999999996
1074,ARMK,9,3,1099.1840000000002
1075,ARMK,9,4,1100.594
1076,ARMK,9,5,1100.9080000000004
1077,ATO,1,6,1056.389000000001
1078,ATO,1,7,1118.586000000001
1079,ATO,2,6,1013.7360000000007
1080,ATO,2,7,1052.7870000000003
1081,ATO,2,8,1069.0819999999999
1082,ATO,3,5,1023.4030000000001
1083,ATO,3,8,1039.161
1084,ATO,4,3,1380.239
1085,ATO,4,5,1243.2670000000005
1086,ATO,4,6,1245.4560000000006
1087,ATO,4,8,1055.5060000000005
1088,ATO,4,9,1148.6829999999995
1089,ATO,5,9,1018.3540000000007
1090,ATO,7,2,1007.129
1091,ATO,7,5,1154.2769999999994
1092,ATO,7,6,1275.383
1093,ATO,8,2,1221.280000000002
1094,ATO,8,3,1466.6100000000006
1095,ATO,8,4,1313.0780000000009
1096,ATO,8,5,1021.5150000000008
1097,ATO,8,6,1366.4300000000014
1098,ATO,8,8,1320.790000000001
1099,ATO,9,1,1488.8720000000012
1100,ATO,9,2,1377.0250000000015
1101,ATO,9,3,1395.7050000000002
1102,ATO,9,4,1028.2150000000004
1103,ATO,9,7,1375.9550000000004
1104,ATO,9,8,1095.6450000000004
1105,ATO,9,9,1265.1990000000003
1106,ATR,1,5,1018.0579999999995
1107,ATR,2,5,1009.0280000000004
1108,ATR,3,1,1021.7859999999994
1109,ATR,4,1,1148.657999999999
1110,ATR,4,2,1269.6180000000004
1111,ATR,4,4,1695.8540000000007
1112,ATR,4,5,1719.7940000000003
1113,ATR,5,1,1003.775
1114,ATR,5,5,1006.5650000000002
1115,ATR,6,3,1011.9039999999992
1116,ATR,6,4,1007.4960000000001
1117,ATR,6,5,1037.3459999999995
1118,ATR,6,6,1503.8560000000007
1119,ATR,6,7,1574.0400000000004
1120,ATR,7,5,1770.772
1121,ATR,7,6,1589.6909999999993
1122,ATR,7,7,1564.6080000000004
1123,ATR,7,8,1533.9540000000002
1124,ATR,7,9,1545.109
1125,ATR,8,1,1135.179
1126,ATR,8,2,1705.7180000000008
1127,ATR,8,3,1660.8210000000006
1128,ATR,8,4,1662.9500000000007
1129,ATR,8,8,1533.9540000000002
1130,ATR,8,9,1518.3410000000001
1131,ATR,9,3,1641.8120000000006
1132,ATR,9,4,1640.4170000000008
1133,ATR,9,8,1533.9540000000002
1134,ATR,9,9,1543.1219999999998
